CName,PIp,CIp,AngleCAntennaToPRadio (°),AnglePAntennaToCRadio (°),HDist (ft),VDist (ft),SpecialValueName,SpecialValue,PLocation,CLocation
radio2,192.168.1.254,192.168.1.11,60,15,100,150,dirt,0.5,None, None
Date (Year-Mon-Day),Time (Hour-Min-Sec),Channel,PTxPower,PRxGain,Bandwidth,PTemp (°C),PUpTime (Day-Hour:Min:Sec),PFreeMemory (%),DS0,DS1,DRSSI,DNoiseFloor,DSNR,DTxModulation,DRxModulation,CTemp (°C),CUpTime,ULinkUpTime,CTxPower,US0,US1,URSSI,USNoiseFloor,USNR,UTxModulation,UTxPackets (Pkts.),URxModulation,URxPackets (Pkts.),PingTimeAVG
2025-03-06,17-30-05,17,5.0,2.0,6.0,35.00,25-23:08:50,70,-68.0,-62.5,-61.5,-100.5,39.0,MCS 7 shortGI,MCS 15,32.00,0-03:02:45,0-03:02:03,7.0,-61.0,-63.0,-59.0,-100.0,41.0,MCS 15,86314,MCS 7 short GI,34889,0
2025-03-06,17-30-15,17,5.0,2.0,6.0,35.00,25-23:09:02,70,-67.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 14,32.00,0-03:02:54,0-03:02:15,7.0,-60.0,-59.0,-57.0,-97.0,40.0,MCS 15,86435,MCS 7 short GI,34925,0
2025-03-06,17-30-26,17,5.0,2.0,6.0,35.00,25-23:09:14,70,-69.0,-64.0,-63.0,-101.0,38.0,MCS 7 shortGI,MCS 15,32.00,0-03:03:03,0-03:02:26,7.0,-60.0,-62.0,-58.0,-100.0,42.0,MCS 15,86535,MCS 7 short GI,34977,0
2025-03-06,17-30-36,17,5.0,2.0,6.0,35.00,25-23:09:22,70,-69.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 14,32.00,0-03:03:15,0-03:02:34,7.0,-60.0,-63.0,-58.0,-100.0,42.0,MCS 15,86627,MCS 7 short GI,35014,0
2025-03-06,17-30-46,17,5.0,2.0,6.0,35.00,25-23:09:34,70,-68.0,-64.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,32.00,0-03:03:27,0-03:02:46,7.0,-60.0,-62.0,-58.0,-99.0,41.0,MCS 14,86749,MCS 7 short GI,35053,0
2025-03-06,17-30-57,17,5.0,2.0,6.0,35.00,25-23:09:46,70,-68.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,32.00,0-03:03:36,0-03:02:58,7.0,-61.0,-64.0,-59.0,-100.0,41.0,MCS 15,86837,MCS 7 short GI,35087,0
2025-03-06,17-31-07,17,5.0,2.0,6.0,35.00,25-23:09:53,70,-69.0,-64.0,-63.0,-100.0,37.0,MCS 7 shortGI,MCS 15,32.00,0-03:03:45,0-03:03:05,7.0,-60.0,-64.0,-59.0,-100.0,41.0,MCS 15,86901,MCS 7 short GI,35112,0
2025-03-06,17-31-18,17,5.0,2.0,6.0,35.00,25-23:10:04,69,-68.0,-64.0,-63.0,-101.0,38.0,MCS 7 shortGI,MCS 14,32.00,0-03:03:57,0-03:03:17,7.0,-61.0,-62.0,-58.0,-100.0,42.0,MCS 15,87018,MCS 7 short GI,35146,0
2025-03-06,17-31-28,17,5.0,2.0,6.0,35.00,25-23:10:16,69,-68.0,-64.0,-63.0,-101.0,38.0,MCS 7 shortGI,MCS 15,32.00,0-03:04:06,0-03:03:28,7.0,-60.0,-63.0,-59.0,-100.0,41.0,MCS 15 short GI,87118,MCS 7 short GI,35194,0
2025-03-06,17-31-38,17,5.0,2.0,6.0,35.00,25-23:10:27,70,-68.0,-63.0,-62.0,-101.0,39.0,MCS 7 shortGI,MCS 15,32.00,0-03:04:18,0-03:03:39,7.0,-60.0,-63.0,-59.0,-99.0,40.0,MCS 15,87234,MCS 7 short GI,35244,0
2025-03-06,17-31-49,17,5.0,2.0,6.0,35.00,25-23:10:35,70,-68.0,-62.0,-61.0,-101.0,40.0,MCS 7 shortGI,MCS 15,32.00,0-03:04:27,0-03:03:47,7.0,-60.0,-64.0,-59.0,-99.0,40.0,MCS 15,87308,MCS 7 short GI,35268,0
2025-03-06,17-31-59,17,5.0,2.0,6.0,35.00,25-23:10:46,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,32.00,0-03:04:39,0-03:03:59,7.0,-60.0,-66.0,-59.0,-99.0,40.0,MCS 15,87401,MCS 7 short GI,35303,0
2025-03-06,17-32-09,17,5.0,2.0,6.0,35.00,25-23:10:54,69,-69.0,-61.0,-60.0,-99.0,39.0,MCS 7 shortGI,MCS 15,32.00,0-03:04:48,0-03:04:06,7.0,-61.0,-67.0,-60.0,-101.0,41.0,MCS 15,87470,MCS 7 short GI,35328,0
2025-03-06,17-32-20,17,5.0,2.0,6.0,35.00,25-23:11:06,70,-68.0,-61.0,-60.0,-100.0,40.0,MCS 7 shortGI,MCS 15,32.00,0-03:04:57,0-03:04:18,7.0,-61.0,-67.0,-60.0,-101.0,41.0,MCS 15,87611,MCS 7 short GI,35390,0
2025-03-06,17-32-30,17,5.0,2.0,6.0,35.00,25-23:11:18,70,-68.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,32.00,0-03:05:09,0-03:04:30,7.0,-60.0,-64.0,-59.0,-101.0,42.0,MCS 15,87750,MCS 7 short GI,35470,0
2025-03-06,17-32-41,17,5.0,2.0,6.0,35.00,25-23:11:26,70,-67.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,32.00,0-03:05:18,0-03:04:38,7.0,-60.0,-65.0,-59.0,-102.0,43.0,MCS 15,87862,MCS 7 short GI,35537,0
2025-03-06,17-32-51,17,5.0,2.0,6.0,35.00,25-23:11:37,70,-68.0,-62.0,-61.0,-101.0,40.0,MCS 7,MCS 15,32.00,0-03:05:31,0-03:04:50,7.0,-61.0,-64.0,-59.0,-100.0,41.0,MCS 15,88018,MCS 7,35618,0
2025-03-06,17-33-01,17,5.0,2.0,6.0,35.00,25-23:11:50,70,-68.0,-61.0,-60.0,-99.0,39.0,MCS 7 shortGI,MCS 15,32.00,0-03:05:39,0-03:05:02,7.0,-60.0,-67.0,-59.0,-102.0,43.0,MCS 15,88154,MCS 7 short GI,35693,0
2025-03-06,17-33-12,17,5.0,2.0,6.0,35.00,25-23:11:57,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,32.00,0-03:05:51,0-03:05:09,7.0,-61.0,-62.0,-58.0,-101.0,43.0,MCS 15,88233,MCS 7 short GI,35730,0
2025-03-06,17-33-22,17,5.0,2.0,6.0,35.00,25-23:12:08,70,-68.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,32.00,0-03:06:00,0-03:05:21,7.0,-61.0,-65.0,-59.0,-101.0,42.0,MCS 15,88366,MCS 7 short GI,35793,0
2025-03-06,17-33-32,17,5.0,2.0,6.0,35.00,25-23:12:20,70,-69.0,-64.0,-63.0,-101.0,38.0,MCS 7 shortGI,MCS 14,32.00,0-03:06:12,0-03:05:33,7.0,-61.0,-64.0,-59.0,-102.0,43.0,MCS 14,88479,MCS 7 short GI,35845,0
