CName,PIp,CIp,AngleCAntennaToPRadio (°),AnglePAntennaToCRadio (°),HDist (ft),VDist (ft),SpecialValueName,SpecialValue,PLocation,CLocation
radio1,192.168.1.254,192.168.1.22,60,15,100,150,dirt,0.5,None, None
Date (Year-Mon-Day),Time (Hour-Min-Sec),Channel,PTxPower,PRxGain,Bandwidth,PTemp (°C),PUpTime (Day-Hour:Min:Sec),PFreeMemory (%),DS0,DS1,DRSSI,DNoiseFloor,DSNR,DTxModulation,DRxModulation,CTemp (°C),CUpTime,ULinkUpTime,CTxPower,US0,US1,URSSI,USNoiseFloor,USNR,UTxModulation,UTxPackets (Pkts.),URxModulation,URxPackets (Pkts.),PingTimeAVG
2025-03-06,18-44-45,17,5.0,2.0,6.0,34.00,26-00:23:33,70,-81.0,-105.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 6 shortGI,40.00,0-04:17:22,0-04:16:42,7.3,-90.0,-98.0,-90.0,-102.0,12.0,MCS 6 short GI,89374,MCS 2 short GI,26355,0
2025-03-06,18-44-56,17,5.0,2.0,6.0,34.00,26-00:23:41,69,-81.0,-107.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 7 shortGI,40.00,0-04:17:31,0-04:16:50,7.3,-90.0,-100.0,-89.0,-102.0,13.0,MCS 5,89421,MCS 2 short GI,26378,0
2025-03-06,18-45-06,17,5.0,2.0,6.0,34.00,26-00:23:52,70,-81.0,-106.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 6,40.00,0-04:17:40,0-04:17:01,7.3,-91.0,-96.0,-90.0,-101.0,11.0,MCS 6,89489,MCS 2 short GI,26417,0
2025-03-06,18-45-17,17,5.0,2.0,6.0,34.00,26-00:24:03,70,-81.0,-105.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 7 shortGI,40.00,0-04:17:53,0-04:17:13,7.3,-91.0,-95.0,-90.0,-101.0,11.0,MCS 7 short GI,89577,MCS 2 short GI,26458,0
2025-03-06,18-45-27,17,5.0,2.0,6.0,34.00,26-00:24:15,70,-81.0,-107.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 7 shortGI,40.00,0-04:18:01,0-04:17:25,7.3,-91.0,-94.0,-89.0,-101.0,12.0,MCS 7 short GI,89655,MCS 2 short GI,26498,0
2025-03-06,18-45-37,17,5.0,2.0,6.0,34.00,26-00:24:22,69,-80.0,-105.0,-80.0,-107.0,27.0,MCS 2 shortGI,MCS 7 shortGI,40.00,0-04:18:14,0-04:17:32,7.3,-90.0,-98.0,-89.0,-102.0,13.0,MCS 6,89694,MCS 2 short GI,26520,0
2025-03-06,18-45-48,17,5.0,2.0,6.0,34.00,26-00:24:34,70,-81.0,-105.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 6,40.00,0-04:18:23,0-04:17:43,7.3,-89.0,-98.0,-89.0,-102.0,13.0,MCS 6 short GI,89783,MCS 2 short GI,26563,0
2025-03-06,18-45-58,17,5.0,2.0,6.0,34.00,26-00:24:46,70,-82.0,-107.0,-82.0,-107.0,25.0,MCS 2 shortGI,MCS 5,40.00,0-04:18:35,0-04:17:55,7.3,-89.0,-94.0,-88.0,-102.0,14.0,MCS 5,89881,MCS 2 short GI,26603,0
2025-03-06,18-46-09,17,5.0,2.0,6.0,34.00,26-00:24:57,70,-81.0,-104.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 6 shortGI,40.00,0-04:18:44,0-04:18:07,7.3,-89.0,-95.0,-88.0,-101.0,13.0,MCS 6 short GI,89961,MCS 2 short GI,26646,0
2025-03-06,18-46-19,17,5.0,2.0,6.0,34.00,26-00:25:05,69,-81.0,-105.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 7,40.00,0-04:18:55,0-04:18:14,7.3,-89.0,-95.0,-88.0,-101.0,13.0,MCS 7,89997,MCS 2 short GI,26668,0
2025-03-06,18-46-30,17,5.0,2.0,6.0,34.00,26-00:25:17,69,-81.0,-107.0,-81.0,-107.0,26.0,MCS 1,MCS 6,40.00,0-04:19:05,0-04:18:26,7.3,-88.0,-92.0,-87.0,-99.0,12.0,MCS 6,90091,MCS 1,26709,0
2025-03-06,18-46-40,17,5.0,2.0,6.0,34.00,26-00:25:28,70,-81.0,-107.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 6 shortGI,40.00,0-04:19:17,0-04:18:38,7.3,-89.0,-96.0,-88.0,-99.0,11.0,MCS 6 short GI,90173,MCS 2 short GI,26752,0
2025-03-06,18-46-51,17,5.0,2.0,6.0,34.00,26-00:25:36,70,-81.0,-106.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 5,40.00,0-04:19:26,0-04:18:46,7.3,-89.0,-96.0,-88.0,-100.0,12.0,MCS 7,90217,MCS 2 short GI,26780,0
2025-03-06,18-47-01,17,5.0,2.0,6.0,34.00,26-00:25:48,70,-81.0,-105.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 6,40.00,0-04:19:38,0-04:18:58,7.3,-91.0,-95.0,-89.0,-100.0,11.0,MCS 6,90305,MCS 2 short GI,26820,0
2025-03-06,18-47-11,17,5.0,2.0,6.0,34.00,26-00:25:56,69,-81.0,-106.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 7 shortGI,40.00,0-04:19:47,0-04:19:05,7.3,-89.0,-94.0,-88.0,-101.0,13.0,MCS 7 short GI,90360,MCS 2 short GI,26843,0
2025-03-06,18-47-22,17,5.0,2.0,6.0,34.00,26-00:26:07,70,-81.0,-106.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 7 shortGI,40.00,0-04:19:59,0-04:19:17,7.3,-90.0,-95.0,-88.0,-101.0,13.0,MCS 7 short GI,90432,MCS 1 short GI,26886,0
2025-03-06,18-47-32,17,5.0,2.0,6.0,34.00,26-00:26:18,70,-81.0,-106.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 5 shortGI,40.00,0-04:20:08,0-04:19:28,7.3,-90.0,-95.0,-89.0,-101.0,12.0,MCS 6,90516,MCS 2 short GI,26926,0
2025-03-06,18-47-43,17,5.0,2.0,6.0,34.00,26-00:26:30,70,-81.0,-107.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 6 shortGI,40.00,0-04:20:20,0-04:19:40,7.3,-91.0,-95.0,-89.0,-101.0,12.0,MCS 9 short GI,90605,MCS 1 short GI,26970,0
2025-03-06,18-47-53,17,5.0,2.0,6.0,34.00,26-00:26:38,69,-81.0,-105.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 6 shortGI,40.00,0-04:20:29,0-04:19:47,7.3,-91.0,-96.0,-90.0,-100.0,10.0,MCS 6 short GI,90645,MCS 2 short GI,26992,0
2025-03-06,18-48-03,17,5.0,2.0,6.0,34.00,26-00:26:49,69,-82.0,-107.0,-82.0,-107.0,25.0,MCS 2 shortGI,MCS 6 shortGI,40.00,0-04:20:41,0-04:19:59,7.3,-89.0,-95.0,-88.0,-102.0,14.0,MCS 6 short GI,90737,MCS 2 short GI,27032,0
2025-03-06,18-48-14,17,5.0,2.0,6.0,34.00,26-00:27:01,70,-81.0,-105.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 6 shortGI,40.00,0-04:20:50,0-04:20:11,7.3,-90.0,-98.0,-90.0,-101.0,11.0,MCS 6 short GI,90828,MCS 1 short GI,27076,0
2025-03-06,18-48-24,17,5.0,2.0,6.0,34.00,26-00:27:09,70,-81.0,-104.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 7 shortGI,40.00,0-04:20:59,0-04:20:19,7.3,-91.0,-94.0,-89.0,-101.0,12.0,MCS 6,90876,MCS 2 short GI,27105,0
2025-03-06,18-48-35,17,5.0,2.0,6.0,34.00,26-00:27:21,70,-81.0,-106.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 6,40.00,0-04:21:11,0-04:20:31,7.3,-91.0,-95.0,-89.0,-100.0,11.0,MCS 7,90958,MCS 2 short GI,27146,0
2025-03-06,18-48-45,17,5.0,2.0,6.0,34.00,26-00:27:33,70,-81.0,-104.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 7,40.00,0-04:21:20,0-04:20:43,7.3,-90.0,-97.0,-89.0,-101.0,12.0,MCS 7,91050,MCS 2 short GI,27191,0
2025-03-06,18-48-55,17,5.0,2.0,6.0,34.00,26-00:27:41,70,-81.0,-107.0,-81.0,-107.0,26.0,MCS 1 shortGI,MCS 6 shortGI,40.00,0-04:21:32,0-04:20:50,7.3,-90.0,-96.0,-89.0,-101.0,12.0,MCS 7,91091,MCS 2 short GI,27214,0
2025-03-06,18-49-06,17,5.0,2.0,6.0,34.00,26-00:27:52,70,-80.0,-106.0,-80.0,-107.0,27.0,MCS 2,MCS 7,40.00,0-04:21:41,0-04:21:02,7.3,-90.0,-95.0,-89.0,-100.0,11.0,MCS 7,91176,MCS 2,27254,0
2025-03-06,18-49-16,17,5.0,2.0,6.0,34.00,26-00:28:03,70,-81.0,-104.0,-81.0,-107.0,26.0,MCS 2,MCS 6 shortGI,40.00,0-04:21:53,0-04:21:13,7.3,-88.0,-91.0,-87.0,-101.0,14.0,MCS 7,91268,MCS 2,27302,0
2025-03-06,18-49-27,17,5.0,2.0,6.0,34.00,26-00:28:15,69,-81.0,-106.0,-81.0,-107.0,26.0,MCS 2,MCS 7,40.00,0-04:22:02,0-04:21:25,7.3,-90.0,-93.0,-88.0,-100.0,12.0,MCS 6 short GI,91334,MCS 2,27341,0
2025-03-06,18-49-37,17,5.0,2.0,6.0,34.00,26-00:28:22,70,-81.0,-107.0,-81.0,-107.0,26.0,MCS 2,MCS 6 shortGI,40.00,0-04:22:14,0-04:21:32,7.3,-91.0,-93.0,-89.0,-100.0,11.0,MCS 6 short GI,91389,MCS 2,27363,0
2025-03-06,18-49-47,17,5.0,2.0,6.0,34.00,26-00:28:34,70,-81.0,-106.0,-81.0,-107.0,26.0,MCS 2,MCS 7 shortGI,40.00,0-04:22:23,0-04:21:43,7.3,-90.0,-95.0,-89.0,-101.0,12.0,MCS 7 short GI,91483,MCS 2,27411,0
2025-03-06,18-49-58,17,5.0,2.0,6.0,34.00,26-00:28:46,70,-81.0,-105.0,-81.0,-107.0,26.0,MCS 2,MCS 7 shortGI,40.00,0-04:22:35,0-04:21:55,7.3,-90.0,-95.0,-89.0,-101.0,12.0,MCS 6 short GI,91557,MCS 2,27452,0
2025-03-06,18-50-08,17,5.0,2.0,6.0,34.00,26-00:28:54,70,-80.0,-106.0,-80.0,-107.0,27.0,MCS 2,MCS 7,40.00,0-04:22:44,0-04:22:03,7.3,-91.0,-93.0,-89.0,-100.0,11.0,MCS 7,91630,MCS 2,27479,0
2025-03-06,18-50-19,17,5.0,2.0,6.0,34.00,26-00:29:06,70,-81.0,-105.0,-81.0,-107.0,26.0,MCS 2,MCS 7 shortGI,40.00,0-04:22:56,0-04:22:15,7.3,-89.0,-91.0,-87.0,-100.0,13.0,MCS 7 short GI,91715,MCS 2,27521,0
2025-03-06,18-50-29,17,5.0,2.0,6.0,34.00,26-00:29:18,70,-81.0,-108.0,-81.0,-107.0,26.0,MCS 1 shortGI,MCS 7 shortGI,40.00,0-04:23:05,0-04:22:27,7.3,-90.0,-96.0,-89.0,-100.0,11.0,MCS 7 short GI,91781,MCS 1 short GI,27563,0
2025-03-06,18-50-39,17,5.0,2.0,6.0,34.00,26-00:29:25,70,-81.0,-106.0,-81.0,-107.0,26.0,MCS 2,MCS 7,39.00,0-04:23:14,0-04:22:35,7.3,-89.0,-96.0,-88.0,-101.0,13.0,MCS 7,91848,MCS 2,27589,0
2025-03-06,18-50-50,17,5.0,2.0,6.0,34.00,26-00:29:37,70,-81.0,-107.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 7,39.00,0-04:23:26,0-04:22:47,7.3,-91.0,-94.0,-89.0,-101.0,12.0,MCS 7,91938,MCS 2 short GI,27639,0
2025-03-06,18-51-00,17,5.0,2.0,6.0,34.00,26-00:29:45,69,-81.0,-106.0,-81.0,-107.0,26.0,MCS 2,MCS 6,40.00,0-04:23:35,0-04:22:55,7.3,-91.0,-95.0,-89.0,-101.0,12.0,MCS 7 short GI,91982,MCS 2,27668,0
2025-03-06,18-51-11,17,5.0,2.0,6.0,34.00,26-00:29:56,69,-81.0,-105.0,-81.0,-107.0,26.0,MCS 2,MCS 6 shortGI,39.00,0-04:23:47,0-04:23:06,7.3,-89.0,-92.0,-87.0,-101.0,14.0,MCS 6 short GI,92067,MCS 1,27702,0
2025-03-06,18-51-21,17,5.0,2.0,6.0,34.00,26-00:30:08,69,-81.0,-103.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 6,39.00,0-04:23:56,0-04:23:18,7.3,-88.0,-92.0,-87.0,-100.0,13.0,MCS 6 short GI,92155,MCS 2 short GI,27746,0
2025-03-06,18-51-32,17,5.0,2.0,6.0,34.00,26-00:30:16,70,-81.0,-106.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 6,39.00,0-04:24:08,0-04:23:26,7.3,-89.0,-96.0,-88.0,-100.0,12.0,MCS 5 short GI,92200,MCS 2 short GI,27776,0
2025-03-06,18-51-42,17,5.0,2.0,6.0,34.00,26-00:30:28,70,-81.0,-105.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 4,39.00,0-04:24:17,0-04:23:37,7.3,-90.0,-93.0,-89.0,-100.0,11.0,MCS 6,92293,MCS 1 short GI,27818,0
2025-03-06,18-51-52,17,5.0,2.0,6.0,34.00,26-00:30:39,69,-81.0,-105.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 6,40.00,0-04:24:29,0-04:23:49,7.3,-92.0,-95.0,-90.0,-100.0,10.0,MCS 6,92373,MCS 2 short GI,27859,0
2025-03-06,18-52-03,17,5.0,2.0,6.0,34.00,26-00:30:48,70,-81.0,-105.0,-81.0,-107.0,26.0,MCS 1 shortGI,MCS 7 shortGI,40.00,0-04:24:38,0-04:23:57,7.3,-91.0,-95.0,-90.0,-100.0,10.0,MCS 6 short GI,92417,MCS 2,27885,0
2025-03-06,18-52-13,17,5.0,2.0,6.0,34.00,26-00:31:00,70,-81.0,-106.0,-81.0,-107.0,26.0,MCS 1 shortGI,MCS 7,39.00,0-04:24:50,0-04:24:09,7.3,-91.0,-94.0,-89.0,-99.0,10.0,MCS 7 short GI,92525,MCS 1,27928,0
2025-03-06,18-52-24,17,5.0,2.0,6.0,34.00,26-00:31:12,70,-80.0,-107.0,-80.0,-107.0,27.0,MCS 1 shortGI,MCS 7 shortGI,39.00,0-04:24:59,0-04:24:21,7.3,-91.0,-95.0,-89.0,-100.0,11.0,MCS 9 short GI,92601,MCS 1 short GI,27967,0
2025-03-06,18-52-34,17,5.0,2.0,6.0,34.00,26-00:31:22,70,-80.0,-106.0,-80.0,-107.0,27.0,MCS 1 shortGI,MCS 9,39.00,0-04:25:11,0-04:24:32,7.3,-91.0,-94.0,-89.0,-99.0,10.0,MCS 9,92665,MCS 1 short GI,28004,0
2025-03-06,18-52-44,17,5.0,2.0,6.0,34.00,26-00:31:30,70,-81.0,-107.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 3 shortGI,39.00,0-04:25:20,0-04:24:40,7.3,-92.0,-94.0,-90.0,-99.0,9.0,MCS 5 short GI,92733,MCS 1,28035,0
2025-03-06,18-52-55,17,5.0,2.0,6.0,34.00,26-00:31:42,70,-81.0,-105.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 5 shortGI,39.00,0-04:25:32,0-04:24:52,7.3,-91.0,-93.0,-89.0,-100.0,11.0,MCS 5 short GI,92817,MCS 2 short GI,28075,0
2025-03-06,18-53-05,17,5.0,2.0,6.0,34.00,26-00:31:50,69,-80.0,-107.0,-80.0,-107.0,27.0,MCS 2 shortGI,MCS 6 shortGI,39.00,0-04:25:41,0-04:25:03,7.3,-91.0,-94.0,-89.0,-99.0,10.0,MCS 5 short GI,92857,MCS 2 short GI,28101,0
2025-03-06,18-53-16,17,5.0,2.0,6.0,34.00,26-00:32:01,70,-80.0,-107.0,-80.0,-107.0,27.0,MCS 2 shortGI,MCS 6 shortGI,39.00,0-04:25:50,0-04:25:11,7.3,-91.0,-97.0,-90.0,-100.0,10.0,MCS 6 short GI,92938,MCS 2 short GI,28142,0
2025-03-06,18-53-26,17,5.0,2.0,6.0,34.00,26-00:32:13,70,-81.0,-106.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 6 shortGI,39.00,0-04:26:02,0-04:25:23,7.3,-92.0,-96.0,-91.0,-101.0,10.0,MCS 6 short GI,93028,MCS 2,28184,0
2025-03-06,18-53-37,17,5.0,2.0,6.0,34.00,26-00:32:25,70,-81.0,-108.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 3 shortGI,39.00,0-04:26:11,0-04:25:34,7.3,-92.0,-96.0,-91.0,-101.0,10.0,MCS 6 short GI,93099,MCS 2,28223,0
2025-03-06,18-53-47,17,5.0,2.0,6.0,34.00,26-00:32:33,69,-81.0,-108.0,-81.0,-107.0,26.0,MCS 2,MCS 6,39.00,0-04:26:23,0-04:25:42,7.3,-91.0,-96.0,-90.0,-102.0,12.0,MCS 6 short GI,93147,MCS 2 short GI,28249,0
2025-03-06,18-53-58,17,5.0,2.0,6.0,34.00,26-00:32:45,69,-81.0,-106.0,-81.0,-107.0,26.0,MCS 2,MCS 4,39.00,0-04:26:32,0-04:25:54,7.3,-92.0,-96.0,-90.0,-102.0,12.0,MCS 4 short GI,93240,MCS 2,28289,0
2025-03-06,18-54-08,17,5.0,2.0,6.0,34.00,26-00:32:57,70,-81.0,-107.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 6 shortGI,39.00,0-04:26:44,0-04:26:06,7.3,-90.0,-97.0,-89.0,-102.0,13.0,MCS 6 short GI,93321,MCS 2 short GI,28330,0
2025-03-06,18-54-18,17,5.0,2.0,6.0,34.00,26-00:33:04,70,-82.0,-106.0,-82.0,-107.0,25.0,MCS 2,MCS 3,39.00,0-04:26:53,0-04:26:14,7.3,-91.0,-96.0,-90.0,-101.0,11.0,MCS 6 short GI,93382,MCS 2 short GI,28361,0
2025-03-06,18-54-29,17,5.0,2.0,6.0,34.00,26-00:33:16,70,-81.0,-106.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 6,39.00,0-04:27:05,0-04:26:26,7.3,-92.0,-95.0,-90.0,-101.0,11.0,MCS 6,93474,MCS 2 short GI,28401,0
2025-03-06,18-54-39,17,5.0,2.0,6.0,34.00,26-00:33:28,70,-81.0,-106.0,-81.0,-107.0,26.0,MCS 1,MCS 6,39.00,0-04:27:14,0-04:26:37,7.3,-90.0,-95.0,-89.0,-101.0,12.0,MCS 6,93546,MCS 1,28440,0
2025-03-06,18-54-49,17,5.0,2.0,6.0,34.00,26-00:33:35,69,-82.0,-107.0,-82.0,-107.0,25.0,MCS 1,MCS 6,39.00,0-04:27:26,0-04:26:45,7.3,-91.0,-94.0,-89.0,-101.0,12.0,MCS 6,93587,MCS 2 short GI,28466,0
2025-03-06,18-55-00,17,5.0,2.0,6.0,34.00,26-00:33:48,69,-80.0,-106.0,-80.0,-107.0,27.0,MCS 1 shortGI,MCS 6 shortGI,39.00,0-04:27:35,0-04:26:57,7.3,-91.0,-95.0,-89.0,-99.0,10.0,MCS 6 short GI,93681,MCS 1 short GI,28509,0
2025-03-06,18-55-10,17,5.0,2.0,6.0,34.00,26-00:33:55,70,-81.0,-107.0,-81.0,-107.0,26.0,MCS 1 shortGI,MCS 6,39.00,0-04:27:47,0-04:27:05,7.3,-91.0,-97.0,-90.0,-100.0,10.0,MCS 6,93742,MCS 1 short GI,28537,0
2025-03-06,18-55-21,17,5.0,2.0,6.0,34.00,26-00:34:07,70,-80.0,-107.0,-80.0,-107.0,27.0,MCS 1 shortGI,MCS 6,39.00,0-04:27:56,0-04:27:16,7.3,-89.0,-97.0,-89.0,-101.0,12.0,MCS 6,93816,MCS 1 short GI,28581,0
2025-03-06,18-55-31,17,5.0,2.0,6.0,34.00,26-00:34:19,70,-81.0,-106.0,-81.0,-107.0,26.0,MCS 1,MCS 5,39.00,0-04:28:05,0-04:27:28,7.3,-92.0,-96.0,-91.0,-101.0,10.0,MCS 9,93903,MCS 1,28621,0
2025-03-06,18-55-41,17,5.0,2.0,6.0,34.00,26-00:34:26,69,-81.0,-107.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 9,39.00,0-04:28:17,0-04:27:36,7.3,-90.0,-94.0,-89.0,-101.0,12.0,MCS 6 short GI,93954,MCS 2 short GI,28642,0
2025-03-06,18-55-52,17,5.0,2.0,6.0,34.00,26-00:34:38,70,-80.0,-107.0,-80.0,-107.0,27.0,MCS 1,MCS 7 shortGI,39.00,0-04:28:26,0-04:27:47,7.3,-92.0,-95.0,-90.0,-101.0,11.0,MCS 7 short GI,94023,MCS 1,28685,0
2025-03-06,18-56-02,17,5.0,2.0,6.0,34.00,26-00:34:49,70,-81.0,-106.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 7 shortGI,39.00,0-04:28:39,0-04:27:59,7.3,-92.0,-94.0,-90.0,-101.0,11.0,MCS 7 short GI,94106,MCS 2 short GI,28724,0
2025-03-06,18-56-12,17,5.0,2.0,6.0,34.00,26-00:34:58,70,-81.0,-103.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 7 shortGI,39.00,0-04:28:47,0-04:28:07,7.3,-90.0,-95.0,-89.0,-101.0,12.0,MCS 7 short GI,94188,MCS 2,28760,0
2025-03-06,18-56-23,17,5.0,2.0,6.0,34.00,26-00:35:10,69,-81.0,-108.0,-81.0,-107.0,26.0,MCS 2 shortGI,MCS 7 shortGI,39.00,0-04:28:59,0-04:28:19,7.3,-91.0,-99.0,-91.0,-102.0,11.0,MCS 7 short GI,94262,MCS 2,28801,0
2025-03-06,18-56-33,17,5.0,2.0,6.0,34.00,26-00:35:22,70,-82.0,-107.0,-82.0,-107.0,25.0,MCS 2,MCS 5,39.00,0-04:29:09,0-04:28:31,7.3,-91.0,-97.0,-90.0,-101.0,11.0,MCS 5 short GI,94349,MCS 2,28841,0
2025-03-06,18-56-44,17,5.0,2.0,6.0,34.00,26-00:35:29,69,-80.0,-106.0,-80.0,-107.0,27.0,MCS 2,MCS 6,39.00,0-04:29:20,0-04:28:39,7.3,-91.0,-95.0,-90.0,-101.0,11.0,MCS 3 short GI,94411,MCS 2,28870,0
2025-03-06,18-56-54,17,5.0,2.0,6.0,34.00,26-00:35:41,69,-81.0,-106.0,-81.0,-107.0,26.0,MCS 2,MCS 6,39.00,0-04:29:29,0-04:28:50,7.3,-92.0,-93.0,-89.0,-100.0,11.0,MCS 6,94482,MCS 2,28911,0
2025-03-06,18-57-05,17,5.0,2.0,6.0,34.00,26-00:35:52,70,-81.0,-106.0,-81.0,-107.0,26.0,MCS 2,MCS 7,39.00,0-04:29:41,0-04:29:02,7.3,-92.0,-96.0,-91.0,-100.0,9.0,MCS 7,94562,MCS 1 short GI,28951,0
