CName,PIp,CIp,AngleCAntennaToPRadio (°),AnglePAntennaToCRadio (°),HDist (ft),VDist (ft),SpecialValueName,SpecialValue,PLocation,CLocation
radio2,192.168.1.254,192.168.1.11,60,15,100,150,dirt,0.5,None, None
Date (Year-Mon-Day),Time (Hour-Min-Sec),Channel,PTxPower,PRxGain,Bandwidth,PTemp (°C),PUpTime (Day-Hour:Min:Sec),PFreeMemory (%),DS0,DS1,DRSSI,DNoiseFloor,DSNR,DTxModulation,DRxModulation,CTemp (°C),CUpTime,ULinkUpTime,CTxPower,US0,US1,URSSI,USNoiseFloor,USNR,UTxModulation,UTxPackets (Pkts.),URxModulation,URxPackets (Pkts.),PingTimeAVG
2025-03-06,18-44-14,17,5.0,2.0,6.0,34.00,26-00:23:01,69,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:16:52,0-04:16:13,7.0,-61.0,-66.0,-60.0,-102.0,42.0,MCS 15,115039,MCS 7 short GI,47075,0
2025-03-06,18-44-25,17,5.0,2.0,6.0,34.00,26-00:23:09,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:17:04,0-04:16:21,7.0,-60.0,-66.0,-59.0,-102.0,43.0,MCS 15,115113,MCS 7 short GI,47122,0
2025-03-06,18-44-35,17,5.0,2.0,6.0,34.00,26-00:23:21,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:17:13,0-04:16:34,7.0,-60.0,-64.0,-59.0,-101.0,42.0,MCS 15,115194,MCS 7 short GI,47172,0
2025-03-06,18-44-45,17,5.0,2.0,6.0,34.00,26-00:23:33,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:17:25,0-04:16:45,7.0,-60.0,-65.0,-59.0,-102.0,43.0,MCS 15,115296,MCS 7 short GI,47219,0
2025-03-06,18-44-56,17,5.0,2.0,6.0,34.00,26-00:23:41,69,-68.0,-61.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:17:34,0-04:16:53,7.0,-61.0,-65.0,-60.0,-102.0,42.0,MCS 15,115349,MCS 7 short GI,47246,0
2025-03-06,18-45-06,17,5.0,2.0,6.0,34.00,26-00:23:52,70,-69.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:17:46,0-04:17:04,7.0,-61.0,-64.0,-59.0,-101.0,42.0,MCS 15,115427,MCS 7 short GI,47292,0
2025-03-06,18-45-17,17,5.0,2.0,6.0,34.00,26-00:24:03,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 14,29.00,0-04:17:55,0-04:17:16,7.0,-61.0,-64.0,-59.0,-101.0,42.0,MCS 15,115536,MCS 7 short GI,47353,0
2025-03-06,18-45-27,17,5.0,2.0,6.0,34.00,26-00:24:15,70,-68.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:18:04,0-04:17:28,7.0,-60.0,-64.0,-59.0,-101.0,42.0,MCS 15,115638,MCS 7 short GI,47416,0
2025-03-06,18-45-37,17,5.0,2.0,6.0,34.00,26-00:24:22,69,-69.0,-62.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:18:16,0-04:17:35,7.0,-61.0,-65.0,-59.0,-102.0,43.0,MCS 15,115683,MCS 7 short GI,47440,0
2025-03-06,18-45-48,17,5.0,2.0,6.0,34.00,26-00:24:34,70,-69.0,-64.0,-63.0,-101.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:18:26,0-04:17:46,7.0,-61.0,-65.0,-59.0,-102.0,43.0,MCS 15,115780,MCS 7 short GI,47493,0
2025-03-06,18-45-58,17,5.0,2.0,6.0,34.00,26-00:24:46,70,-69.0,-63.0,-62.0,-101.0,39.0,MCS 7 shortGI,MCS 14 shortGI,29.00,0-04:18:37,0-04:17:58,7.0,-60.0,-65.0,-59.0,-102.0,43.0,MCS 15,115886,MCS 7 short GI,47538,0
2025-03-06,18-46-09,17,5.0,2.0,6.0,34.00,26-00:24:57,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:18:46,0-04:18:10,7.0,-61.0,-62.0,-58.0,-101.0,43.0,MCS 15,115977,MCS 7 short GI,47587,0
2025-03-06,18-46-19,17,5.0,2.0,6.0,34.00,26-00:25:05,69,-69.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:18:58,0-04:18:17,7.0,-60.0,-63.0,-58.0,-101.0,43.0,MCS 15,116031,MCS 7 short GI,47628,0
2025-03-06,18-46-30,17,5.0,2.0,6.0,34.00,26-00:25:17,69,-69.0,-64.0,-63.0,-100.0,37.0,MCS 7 shortGI,MCS 15,29.00,0-04:19:07,0-04:18:29,7.0,-61.0,-60.0,-57.0,-99.0,42.0,MCS 15,116148,MCS 7 short GI,47691,0
2025-03-06,18-46-40,17,5.0,2.0,6.0,34.00,26-00:25:28,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:19:19,0-04:18:41,7.0,-60.0,-62.0,-58.0,-99.0,41.0,MCS 15,116240,MCS 7 short GI,47740,0
2025-03-06,18-46-51,17,5.0,2.0,6.0,34.00,26-00:25:36,70,-69.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:19:28,0-04:18:49,7.0,-60.0,-63.0,-58.0,-100.0,42.0,MCS 15,116286,MCS 7 short GI,47770,0
2025-03-06,18-47-01,17,5.0,2.0,6.0,34.00,26-00:25:48,70,-68.0,-61.0,-60.0,-100.0,40.0,MCS 7 shortGI,MCS 15,29.00,0-04:19:41,0-04:19:01,7.0,-61.0,-62.0,-58.0,-100.0,42.0,MCS 15,116387,MCS 7 short GI,47818,0
2025-03-06,18-47-11,17,5.0,2.0,6.0,34.00,26-00:25:56,69,-68.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:19:49,0-04:19:12,7.0,-60.0,-64.0,-59.0,-101.0,42.0,MCS 15,116480,MCS 7 short GI,47867,0
2025-03-06,18-47-22,17,5.0,2.0,6.0,34.00,26-00:26:07,70,-68.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:20:01,0-04:19:20,7.0,-61.0,-64.0,-59.0,-101.0,42.0,MCS 15,116552,MCS 7,47921,0
2025-03-06,18-47-32,17,5.0,2.0,6.0,34.00,26-00:26:18,70,-68.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:20:11,0-04:19:31,7.0,-60.0,-63.0,-59.0,-101.0,42.0,MCS 15,116650,MCS 7 short GI,47970,0
2025-03-06,18-47-43,17,5.0,2.0,6.0,34.00,26-00:26:30,70,-68.0,-63.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:20:22,0-04:19:43,7.0,-60.0,-63.0,-58.0,-101.0,43.0,MCS 15,116749,MCS 7 short GI,48021,0
2025-03-06,18-47-53,17,5.0,2.0,6.0,34.00,26-00:26:38,69,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:20:31,0-04:19:50,7.0,-61.0,-63.0,-59.0,-100.0,41.0,MCS 15 short GI,116793,MCS 7 short GI,48048,0
2025-03-06,18-48-03,17,5.0,2.0,6.0,34.00,26-00:26:49,69,-69.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:20:43,0-04:20:02,7.0,-61.0,-65.0,-59.0,-102.0,43.0,MCS 15,116896,MCS 7 short GI,48097,0
2025-03-06,18-48-14,17,5.0,2.0,6.0,34.00,26-00:27:01,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:20:52,0-04:20:14,7.0,-61.0,-64.0,-59.0,-101.0,42.0,MCS 15,116995,MCS 7 short GI,48146,0
2025-03-06,18-48-24,17,5.0,2.0,6.0,34.00,26-00:27:09,70,-68.0,-61.0,-60.0,-100.0,40.0,MCS 7 shortGI,MCS 15,29.00,0-04:21:02,0-04:20:22,7.0,-61.0,-63.0,-59.0,-101.0,42.0,MCS 15,117074,MCS 7 short GI,48207,0
2025-03-06,18-48-35,17,5.0,2.0,6.0,34.00,26-00:27:21,70,-68.0,-61.0,-60.0,-100.0,40.0,MCS 7 shortGI,MCS 14,29.00,0-04:21:13,0-04:20:34,7.0,-60.0,-62.0,-58.0,-100.0,42.0,MCS 14 short GI,117168,MCS 7 short GI,48256,0
2025-03-06,18-48-45,17,5.0,2.0,6.0,34.00,26-00:27:33,70,-68.0,-61.0,-60.0,-100.0,40.0,MCS 7 shortGI,MCS 15,29.00,0-04:21:22,0-04:20:45,7.0,-61.0,-63.0,-59.0,-101.0,42.0,MCS 15,117267,MCS 7 short GI,48308,0
2025-03-06,18-48-55,17,5.0,2.0,6.0,34.00,26-00:27:41,70,-69.0,-64.0,-63.0,-101.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:21:34,0-04:20:53,7.0,-61.0,-63.0,-59.0,-101.0,42.0,MCS 15,117317,MCS 7 short GI,48336,0
2025-03-06,18-49-06,17,5.0,2.0,6.0,34.00,26-00:27:52,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:21:43,0-04:21:04,7.0,-60.0,-62.0,-58.0,-100.0,42.0,MCS 15,117409,MCS 7 short GI,48381,0
2025-03-06,18-49-16,17,5.0,2.0,6.0,34.00,26-00:28:03,70,-69.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:21:56,0-04:21:16,7.0,-61.0,-63.0,-59.0,-101.0,42.0,MCS 15,117517,MCS 7 short GI,48446,0
2025-03-06,18-49-27,17,5.0,2.0,6.0,34.00,26-00:28:15,69,-68.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:22:05,0-04:21:28,7.0,-61.0,-62.0,-58.0,-100.0,42.0,MCS 15,117607,MCS 7 short GI,48507,0
2025-03-06,18-49-37,17,5.0,2.0,6.0,34.00,26-00:28:22,70,-68.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:22:17,0-04:21:35,7.0,-61.0,-62.0,-58.0,-100.0,42.0,MCS 15,117670,MCS 7 short GI,48533,0
2025-03-06,18-49-47,17,5.0,2.0,6.0,34.00,26-00:28:34,70,-68.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:22:26,0-04:21:46,7.0,-60.0,-63.0,-58.0,-101.0,43.0,MCS 15,117770,MCS 7 short GI,48583,0
2025-03-06,18-49-58,17,5.0,2.0,6.0,34.00,26-00:28:46,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 14 shortGI,29.00,0-04:22:38,0-04:21:58,7.0,-61.0,-63.0,-59.0,-101.0,42.0,MCS 15,117852,MCS 7 short GI,48631,0
2025-03-06,18-50-08,17,5.0,2.0,6.0,34.00,26-00:28:54,70,-68.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:22:47,0-04:22:06,7.0,-61.0,-61.0,-58.0,-100.0,42.0,MCS 15,117930,MCS 7 short GI,48663,0
2025-03-06,18-50-19,17,5.0,2.0,6.0,34.00,26-00:29:06,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:22:59,0-04:22:18,7.0,-60.0,-62.0,-58.0,-100.0,42.0,MCS 15,118041,MCS 7 short GI,48734,0
2025-03-06,18-50-29,17,5.0,2.0,6.0,34.00,26-00:29:18,70,-69.0,-62.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:23:07,0-04:22:30,7.0,-60.0,-63.0,-58.0,-100.0,42.0,MCS 15,118129,MCS 7 short GI,48791,0
2025-03-06,18-50-39,17,5.0,2.0,6.0,34.00,26-00:29:25,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:23:17,0-04:22:38,7.0,-61.0,-63.0,-59.0,-101.0,42.0,MCS 15,118200,MCS 7 short GI,48819,0
2025-03-06,18-50-50,17,5.0,2.0,6.0,34.00,26-00:29:37,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:23:29,0-04:22:50,7.0,-61.0,-64.0,-59.0,-101.0,42.0,MCS 15,118299,MCS 7 short GI,48872,0
2025-03-06,18-51-00,17,5.0,2.0,6.0,34.00,26-00:29:45,69,-68.0,-62.0,-61.0,-101.0,40.0,MCS 7 shortGI,MCS 15,29.00,0-04:23:38,0-04:23:01,7.0,-60.0,-64.0,-59.0,-101.0,42.0,MCS 15,118376,MCS 7 short GI,48925,0
2025-03-06,18-51-11,17,5.0,2.0,6.0,34.00,26-00:29:56,69,-68.0,-64.0,-62.0,-101.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:23:50,0-04:23:09,7.0,-61.0,-64.0,-59.0,-101.0,42.0,MCS 15,118449,MCS 7 short GI,48951,0
2025-03-06,18-51-21,17,5.0,2.0,6.0,34.00,26-00:30:08,69,-68.0,-63.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:23:59,0-04:23:21,7.0,-60.0,-63.0,-58.0,-100.0,42.0,MCS 15,118570,MCS 7 short GI,49031,0
2025-03-06,18-51-32,17,5.0,2.0,6.0,34.00,26-00:30:16,70,-68.0,-63.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:24:11,0-04:23:32,7.0,-61.0,-62.0,-58.0,-99.0,41.0,MCS 15,118646,MCS 7 short GI,49082,0
2025-03-06,18-51-42,17,5.0,2.0,6.0,34.00,26-00:30:28,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:24:20,0-04:23:40,7.0,-61.0,-62.0,-58.0,-100.0,42.0,MCS 15,118728,MCS 7 short GI,49115,0
2025-03-06,18-51-52,17,5.0,2.0,6.0,34.00,26-00:30:39,69,-68.0,-63.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 14,29.00,0-04:24:32,0-04:23:52,7.0,-60.0,-63.0,-58.0,-100.0,42.0,MCS 14,118818,MCS 7 short GI,49164,0
2025-03-06,18-52-03,17,5.0,2.0,6.0,34.00,26-00:30:48,70,-68.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:24:41,0-04:24:00,7.0,-61.0,-63.0,-59.0,-100.0,41.0,MCS 15,118868,MCS 7 short GI,49195,0
2025-03-06,18-52-13,17,5.0,2.0,6.0,34.00,26-00:31:00,70,-68.0,-61.0,-60.0,-100.0,40.0,MCS 7 shortGI,MCS 15,29.00,0-04:24:53,0-04:24:12,7.0,-60.0,-62.0,-58.0,-99.0,41.0,MCS 15,118980,MCS 7 short GI,49246,0
2025-03-06,18-52-24,17,5.0,2.0,6.0,34.00,26-00:31:12,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:25:02,0-04:24:24,7.0,-60.0,-62.0,-58.0,-100.0,42.0,MCS 14 short GI,119127,MCS 7 short GI,49357,0
2025-03-06,18-52-34,17,5.0,2.0,6.0,34.00,26-00:31:22,70,-68.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:25:14,0-04:24:35,7.0,-61.0,-61.0,-58.0,-99.0,41.0,MCS 15,119203,MCS 7 short GI,49404,0
2025-03-06,18-52-44,17,5.0,2.0,6.0,34.00,26-00:31:30,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:25:23,0-04:24:43,7.0,-60.0,-61.0,-57.0,-99.0,42.0,MCS 15,119276,MCS 7 short GI,49439,0
2025-03-06,18-52-55,17,5.0,2.0,6.0,34.00,26-00:31:42,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:25:35,0-04:24:55,7.0,-61.0,-61.0,-58.0,-100.0,42.0,MCS 15,119368,MCS 7 short GI,49483,0
2025-03-06,18-53-05,17,5.0,2.0,6.0,34.00,26-00:31:50,69,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:25:44,0-04:25:06,7.0,-60.0,-63.0,-59.0,-100.0,41.0,MCS 15,119450,MCS 7 short GI,49530,0
2025-03-06,18-53-16,17,5.0,2.0,6.0,34.00,26-00:32:01,70,-68.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:25:53,0-04:25:14,7.0,-61.0,-63.0,-59.0,-100.0,41.0,MCS 15,119504,MCS 7 short GI,49560,0
2025-03-06,18-53-26,17,5.0,2.0,6.0,34.00,26-00:32:13,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:26:05,0-04:25:26,7.0,-61.0,-62.0,-58.0,-101.0,43.0,MCS 15,119632,MCS 7 short GI,49639,0
2025-03-06,18-53-37,17,5.0,2.0,6.0,34.00,26-00:32:25,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:26:17,0-04:25:37,7.0,-60.0,-61.0,-58.0,-101.0,43.0,MCS 15,119711,MCS 7 short GI,49684,0
2025-03-06,18-53-47,17,5.0,2.0,6.0,34.00,26-00:32:33,69,-68.0,-63.0,-62.0,-101.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:26:26,0-04:25:45,7.0,-61.0,-63.0,-59.0,-102.0,43.0,MCS 15,119803,MCS 7 short GI,49752,0
2025-03-06,18-53-58,17,5.0,2.0,6.0,34.00,26-00:32:45,69,-68.0,-63.0,-62.0,-101.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:26:35,0-04:25:57,7.0,-61.0,-65.0,-59.0,-102.0,43.0,MCS 15,119906,MCS 7 short GI,49799,0
2025-03-06,18-54-08,17,5.0,2.0,6.0,34.00,26-00:32:57,70,-68.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:26:47,0-04:26:09,7.0,-60.0,-66.0,-59.0,-102.0,43.0,MCS 15,119998,MCS 7 short GI,49846,0
2025-03-06,18-54-18,17,5.0,2.0,6.0,34.00,26-00:33:04,70,-67.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:26:56,0-04:26:17,7.0,-61.0,-65.0,-59.0,-101.0,42.0,MCS 15,120063,MCS 7 short GI,49885,0
2025-03-06,18-54-29,17,5.0,2.0,6.0,34.00,26-00:33:16,70,-68.0,-61.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:27:08,0-04:26:29,7.0,-61.0,-64.0,-59.0,-101.0,42.0,MCS 15,120189,MCS 7 short GI,49960,0
2025-03-06,18-54-39,17,5.0,2.0,6.0,34.00,26-00:33:28,70,-68.0,-62.0,-61.0,-101.0,40.0,MCS 7 shortGI,MCS 15,29.00,0-04:27:17,0-04:26:40,7.0,-61.0,-64.0,-59.0,-101.0,42.0,MCS 15,120271,MCS 7 short GI,50007,0
2025-03-06,18-54-49,17,5.0,2.0,6.0,34.00,26-00:33:35,69,-69.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:27:29,0-04:26:48,7.0,-60.0,-64.0,-59.0,-101.0,42.0,MCS 15,120321,MCS 7 short GI,50037,0
2025-03-06,18-55-00,17,5.0,2.0,6.0,34.00,26-00:33:48,69,-68.0,-61.0,-60.0,-100.0,40.0,MCS 7 shortGI,MCS 15,29.00,0-04:27:38,0-04:27:00,7.0,-60.0,-62.0,-58.0,-99.0,41.0,MCS 15,120424,MCS 7 short GI,50087,0
2025-03-06,18-55-10,17,5.0,2.0,6.0,34.00,26-00:33:55,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:27:50,0-04:27:08,7.0,-60.0,-63.0,-59.0,-100.0,41.0,MCS 15,120493,MCS 7 short GI,50120,0
2025-03-06,18-55-21,17,5.0,2.0,6.0,34.00,26-00:34:07,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:27:59,0-04:27:19,7.0,-60.0,-63.0,-59.0,-101.0,42.0,MCS 15,120600,MCS 7 short GI,50198,0
2025-03-06,18-55-31,17,5.0,2.0,6.0,34.00,26-00:34:19,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:28:08,0-04:27:31,7.0,-61.0,-64.0,-59.0,-101.0,42.0,MCS 15,120697,MCS 7 short GI,50245,0
2025-03-06,18-55-41,17,5.0,2.0,6.0,34.00,26-00:34:26,69,-68.0,-64.0,-63.0,-101.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:28:20,0-04:27:39,7.0,-60.0,-64.0,-59.0,-101.0,42.0,MCS 15 short GI,120762,MCS 7 short GI,50277,0
2025-03-06,18-55-52,17,5.0,2.0,6.0,34.00,26-00:34:38,70,-68.0,-61.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:28:29,0-04:27:50,7.0,-60.0,-62.0,-58.0,-101.0,43.0,MCS 15,120841,MCS 7 short GI,50327,0
2025-03-06,18-56-02,17,5.0,2.0,6.0,34.00,26-00:34:49,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:28:41,0-04:28:02,7.0,-61.0,-62.0,-58.0,-101.0,43.0,MCS 15,120932,MCS 7 short GI,50371,0
2025-03-06,18-56-12,17,5.0,2.0,6.0,34.00,26-00:34:58,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:28:50,0-04:28:10,7.0,-61.0,-63.0,-59.0,-101.0,42.0,MCS 15,121017,MCS 7 short GI,50407,0
2025-03-06,18-56-23,17,5.0,2.0,6.0,34.00,26-00:35:10,69,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:29:02,0-04:28:22,7.0,-61.0,-64.0,-59.0,-102.0,43.0,MCS 15,121123,MCS 7 short GI,50485,0
2025-03-06,18-56-33,17,5.0,2.0,6.0,34.00,26-00:35:22,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:29:11,0-04:28:34,7.0,-60.0,-63.0,-58.0,-101.0,43.0,MCS 15,121225,MCS 7 short GI,50535,0
2025-03-06,18-56-44,17,5.0,2.0,6.0,34.00,26-00:35:29,69,-68.0,-64.0,-63.0,-101.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:29:23,0-04:28:41,7.0,-60.0,-63.0,-58.0,-101.0,43.0,MCS 15,121291,MCS 7 short GI,50567,0
2025-03-06,18-56-54,17,5.0,2.0,6.0,34.00,26-00:35:41,69,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:29:32,0-04:28:53,7.0,-61.0,-62.0,-58.0,-100.0,42.0,MCS 15,121372,MCS 7 short GI,50614,0
2025-03-06,18-57-05,17,5.0,2.0,6.0,34.00,26-00:35:52,70,-68.0,-61.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,29.00,0-04:29:44,0-04:29:05,7.0,-61.0,-63.0,-59.0,-100.0,41.0,MCS 15,121462,MCS 7 short GI,50660,0
2025-03-06,18-57-15,17,5.0,2.0,6.0,34.00,26-00:36:00,69,-68.0,-63.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,29.00,0-04:29:53,0-04:29:13,7.0,-60.0,-64.0,-59.0,-101.0,42.0,MCS 15,121525,MCS 7 short GI,50690,0
